,fluxes,equ,ec-code,kcat_MW,E
rxn18911,0.0,gtp_p + h2o_p --> gdp_p + h_p + pi_p,,,
rxn21734,0.0,4hbz_c + cpd19241_c0 --> cpd25880_c0 + h_c + ppi_c,2.5.1.39,,
rxn22110,0.0,amet_c + cpd25884_c0 --> ahcys_c + cpd25886_c0 + h_c,2.1.1.201,,
rxn22120,0.0,amet_c + cpd25888_c0 --> ahcys_c + cpd25915_c0 + h_c,2.1.1.64,,
rxn22482,0.0,amet_c + cpd25883_c0 --> ahcys_c + cpd25881_c0 + h_c,2.1.1.222,,
rxn25461,0.0,cpd25880_c0 + h_c --> co2_c + cpd25879_c0,4.1.1.98,,
rxn25462,0.0,cpd25879_c0 + h_c + nadph_c + o2_c --> cpd25883_c0 + h2o_c + nadp_c,1.14.13.240,,
rxn25463,0.0,cpd25881_c0 + h_c + nadph_c + o2_c --> cpd25884_c0 + h2o_c + nadp_c,1.14.13.M56,,
rxn25464_num1,0.0,cpd25886_c0 + h_c + nadph_c + o2_c --> cpd25888_c0 + h2o_c + nadp_c,1.14.99.60,,
rxn25990_num1,0.0,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,1.16.3.1,,
rxn27697,0.0,akg_c + ala__L_c --> glu__L_c + pyr_c,2.6.1.2,,
rxn29950,0.0,asn__L_p + h2o_p --> asp__L_p + nh4_p,3.5.1.1,,
rxn29958,0.0,g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c,3.1.4.2,,
rxn29959,0.0,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,"3.1.4.2,3.1.4.46",,
rxn29960,0.0,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c,3.1.4.44,,
rxn29962,0.0,gln__L_p + h2o_p --> glu__L_p + nh4_p,,,
rxn29964,0.0,gthrd_p + h2o_p --> cgly_p + glu__L_p,3.4.19.13,,
rxn30018,0.0,h2o_c + suc6p_c --> fru_c + g6p_c,3.2.1.26,781827.8104993597,0.0
rxn30415_num1,0.0,2.0 h2o_c + ind3acnl_c --> ind3ac_c + nh4_c,3.5.5.1,,
rxn30633,0.005566019551140359,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,4.4.1.1,,
rxn36699,0.009577392543683151,dhor__S_c + q10_c --> cpd25915_c0 + orot_c,,,
rxn36708_num1,0.0,lac__D_c + q10_c --> cpd25915_c0 + pyr_c,,,
rxn36773,0.0,h_c + nadh_c + q10_c --> cpd25915_c0 + nad_c,,,
rxn36841,0.0,h_c + nadph_c + q10_c --> cpd25915_c0 + nadp_c,,,
rxn37453,0.0,2.0 cpd25915_c0 + 4.0 h_c + o2_c --> 2.0 h2o_c + 4.0 h_p + 2.0 q10_c,,,
rxn39451,0.0,h2o_c + nad_c + thdp_c --> cpd21488_c0 + h_c + nadh_c,,438867.01077780366,0.0
rxn39452,0.0,h2o_c + nadp_c + thdp_c --> cpd21488_c0 + h_c + nadph_c,,438867.01077780366,0.0
rxn39829,0.0,3.0 h_c + 2.0 nadph_c + preq0_c --> cpd19185_c0 + 2.0 nadp_c,1.7.1.13,11.671765341011335,0.0
rxn39932,0.0,frdp_c + 7.0 ipdp_c --> cpd19241_c0 + 7.0 h_c + 7.0 ppi_c,2.5.1.91,,
rxn40142,0.005566019551140359,acser_c + hcys__L_c --> ac_c + cyst__L_c + h_c,2.5.1.134,,
rxn42246,0.0,cpd32627_c0 + h2o_c --> akg_c + cgly_c,3.5.1.128,,
rxn43433,0.009577392543683151,amet_c + dptne_c + h_c --> cpd31750_c0 + met__L_c,,,
rxn43624_reverse,0.010231578622228257,cpd34385_c0 + fadh2_c --> fad_c + h2o_c + sql_c,1.17.8.1,,
rxn44566,0.00957739254368315,cpd34449_c0 --> cpd32729_c0,,,
rxn45641,0.009577392543683151,cpd25915_c0 + cpd32729_c0 --> cpd33171_c0 + q10_c,,,
rxn45809,0.00957739254368315,cpd31750_c0 + h2o_c --> ade_c + cpd34449_c0,,,
rxn45829,0.010231578622228258,h2o_c + psqldp_c --> cpd34385_c0 + h_c + ppi_c,4.2.3.156,,
SacB,0.0,h2o_e + sucr_e --> cpd11851_e0 + glc__D_e,,251258.44943636627,0.0
SacC,0.0,h2o_e + sucr_e --> fru_e + glc__D_e,,254866.54257143947,0.0
THGC,0.004016371698295707,thbhga_c0 --> thbhet_c0,,,
ZM_BIOMASS,0.24895625505848962,0.025 CARBOHYDRATES_c0 + 0.027 DNA_c0 + 0.085 LIPIDS_c0 + 0.025 PEPTIDOGLYCAN_c0 + 0.605 PROTEIN_c0 + 0.195 RNA_c0 + 0.038 SM_MOLECULES_c0 + 75.37 atp_c + 75.37 h2o_c --> 75.37 adp_c + 75.37 h_c + 75.37 pi_c,,,
ZM_CARBOHYDRATES_Syn,0.00622390637646224,0.636007262046556 uacgam_c + 1.08987286588716 udpgal_c --> CARBOHYDRATES_c0 + 1.72588012793371 udp_c,,,
ZM_CARDIOLIPIN_Syn,0.0015569724191357938,0.1 clpn140_c + 0.1 clpn160_c + 0.02 clpn161_c + 0.78 clpn181_c --> CARDIOLIPIN_c0,,,
ZM_DNA_Syn,0.00672181888657922,4.4 atp_c + 0.567939498608654 datp_c + 0.487710127057989 dctp_c + 0.487710127057989 dgtp_c + 0.567939498608654 dttp_c + 4.4 h2o_c --> DNA_c0 + 4.4 adp_c + 4.4 pi_c,,,
ZM_HOPANOIDS_Syn,0.006935921265929521,0.109713884474937 cpd33171_c0 + 0.0699716614771018 dpterol_c + 0.0243468945535997 dptne_c + 0.579068236836084 thbhet_c0 + 0.692057161096784 thbhga_c0 --> HOPANOIDS_c0,,,
ZM_LIPIDS_Syn,0.02116128167997161,0.327764705882353 HOPANOIDS_c0 + 0.623529411764706 PHOSPHOLIPIDS_c0 + 0.0476470588235294 TAGS_c0 --> LIPIDS_c0,,,
ZM_PC_Syn,0.003298670379524987,PE_c0 + amet_c --> PC_c0 + ahcys_c + h_c,,,
ZM_PE_Syn,0.01194118677388045,0.1 pe140_c + 0.1 pe160_c + 0.02 pe161_c + 0.78 pe181_c --> PE_c0,,,
ZM_PEPTIDOGLYCAN_Syn,0.00622390637646224,3.824 atp_c + 0.521856116962568 uaagmda_c --> PEPTIDOGLYCAN_c0 + 3.824 adp_c + 3.824 pi_c + 0.521856116962568 udcpdp_c,,,
ZM_PG_Syn,0.0007125128019773971,0.1 pg140_c + 0.1 pg160_c + 0.02 pg161_c + 0.78 pg181_c --> PG_c0,,,
ZM_PHOSPHOLIPIDS_Syn,0.013194681518099948,0.118 CARDIOLIPIN_c0 + 0.25 PC_c0 + 0.655 PE_c0 + 0.054 PG_c0 + 0.141 PL_c0 --> PHOSPHOLIPIDS_c0,,,
ZM_PL_Syn,0.0018604500940520923,cdpdhdec9eg_c + cdpdhdecg_c + cdpdodec11eg_c + cdpdtdecg_c + 4.0 inost_c --> PL_c0 + 4.0 cmp_c,,,
ZM_PROTEIN_Syn,0.15061853431038622,2.14406279010887 ala__L_c + 0.315370327964786 arg__L_c + 0.435072161515611 asn__L_c + 0.438406590998729 asp__L_c + 44.92 atp_c + 0.0369544131910766 cys__L_c + 0.307539837372997 gln__L_c + 0.30970481260049 glu__L_c + 1.90302626736993 gly_c + 0.145891204969488 his__L_c + 0.672498343273691 ile__L_c + 0.672498343273691 leu__L_c + 0.443040913946036 lys__L_c + 0.144944111502508 met__L_c + 0.0194304038262949 phe__L_c + 0.395530772751862 pro__L_c + 0.383268460151792 ser__L_c + 0.41495253164557 thr__L_c + 0.0931111695815367 trp__L_c + 0.122188110863957 tyr__L_c + 1.05720740710856 val__L_c --> PROTEIN_c0 + 44.92 adp_c + 44.92 pi_c,,,
ZM_RNA_Syn,0.048546469736405466,1.69681771220378 atp_c + 0.490813448925921 ctp_c + 0.637420063540157 gtp_c + 0.539682320463999 utp_c --> RNA_c0 + 1.24 adp_c + 1.24 pi_c,,,
ZM_SM_MOLECULES_Syn,0.009460337692222605,0.00147282693223111 amet_c + 0.0146765292943525 ca2_c + 0.0165933792416826 cl_c + 0.000769482212341386 coa_c + 0.000750739647469178 fad_c + 0.0105342996797573 fe2_c + 0.00129185947669356 fmn_c + 0.000709811871461588 glycogen_c + 0.0150451504966404 k_c + 0.0242022338661858 mg2_c + 0.00356677011488923 mobd_c + 0.000888006880987719 nad_c + 0.00079341900195665 nadp_c + 0.00652362530905675 ptrc_c + 0.00238988885821865 pydx5p_c + 0.00132658719524976 thf_c + 0.00138982876058824 thmpp_c --> SM_MOLECULES_c0,,,
ZM_TAGS_Syn,0.0010082728329868825,0.259387351778656 c190cACP_c + 1.11166007905138 cpd15268_c0 + 0.407608695652174 ddcaACP_c + 1.23517786561265 glyc3p_c + 0.592885375494071 hdeACP_c + 0.444664031620553 myrsACP_c + 0.111166007905138 octeACP_c + 0.555830039525692 palmACP_c + 0.222332015810277 tdeACP_c --> 3.70553359683794 ACP_c + TAGS_c0 + 1.23517786561265 pi_c,,,
ACTNtex,0.0,cpd01221_p0 --> cpd01221_e0,,,
ACTNtpp,0.0,cpd01221_c0 --> cpd01221_p0,,,
ATPM,3.71,atp_c + h2o_c --> adp_c + h_c + pi_c,,,
EX_ac_e,0.01438244522977988,ac_e --> ,,,
EX_actn__S_e,0.0,cpd01221_e0 --> ,,,
EX_adn_e,0.0,adn_e --> ,,,
EX_ala-L-gln-L_e,0.0,cpd11587_e0 --> ,,,
EX_amob_c0,0.0,amob_c --> ,,,
EX_arg__L_e,0.0,arg__L_e --> ,,,
EX_asn_L_e,0.0,asn__L_e --> ,,,
EX_asp_L_e,0.0,asp__L_e --> ,,,
EX_buts_e,0.0,butso3_e --> ,,,
EX_ca2_e,0.0,ca2_e --> ,,,
EX_cbl1_e,0.0,cbl1_e --> ,,,
EX_cbl2_e,0.0,cbl2_e --> ,,,
EX_cd2_e,0.0,cd2_e --> ,,,
EX_cgly_e,0.0,cgly_e --> ,,,
EX_cit_e,0.0,cit_e --> ,,,
EX_cl_e,0.0,cl_e --> ,,,
EX_co2_e,0.21984196995358762,co2_e --> ,,,
EX_cobalt2_e,0.0,cobalt2_e --> ,,,
EX_cu2_e,0.0,cu2_e --> ,,,
EX_cynt_e,0.0,cynt_e --> ,,,
EX_cys__L_e,0.0,cys__L_e --> ,,,
EX_Cytidine_e,0.0,cytd_e --> ,,,
EX_dad_2_e,0.0,dad_2_e --> ,,,
EX_dad_5_e,0.0,dad_5_e --> ,,,
EX_dcyt_e,0.0,dcyt_e --> ,,,
EX_dgsn_e,0.0,dgsn_e --> ,,,
EX_din_e,0.0,din_e --> ,,,
EX_duri_e,0.10967683581166437,duri_e --> ,,,
EX_etha_e,0.0,etha_e --> ,,,
EX_eths_e,0.0,ethso3_e --> ,,,
EX_etoh_e,0.0,etoh_e --> ,,,
EX_fald_e,0.31841090803546107,fald_e --> ,,,
EX_fe2_e,0.0,fe2_e --> ,,,
EX_fe3_e,0.0,fe3_e --> ,,,
EX_fe3dcit_e,0.0,fe3dcit_e --> ,,,
EX_fru_e,0.0,fru_e --> ,,,
EX_g15lac_e,0.0,g15lac_e --> ,,,
EX_gcald_e,0.0,gcald_e --> ,,,
EX_glc_D_e,-37.224488238652604,glc__D_e <-- ,,,
EX_glcn_e,0.0,glcn_e --> ,,,
EX_gln_L_e,0.0,gln__L_e --> ,,,
EX_glu_L_e,0.0,glu__L_e --> ,,,
EX_gthrd_e,0.0,gthrd_e --> ,,,
EX_gtp_e,0.0,gtp_e --> ,,,
EX_h_e,66.41750713442376,h_e --> ,,,
EX_h2_e,0.0,h2_e --> ,,,
EX_h2o_e,12.073713385270432,h2o_e --> ,,,
EX_h2s_e,0.0,h2s_e --> ,,,
EX_hexs_e,0.0,cpd11578_e0 --> ,,,
EX_hg2_e,0.0,hg2_e --> ,,,
EX_hxan_e,0.0,hxan_e --> ,,,
EX_ins_e,0.0007293411284457248,ins_e --> ,,,
EX_istnt_e,0.0,isetac_e --> ,,,
EX_k_e,0.0,k_e --> ,,,
EX_kdo2lipid4_e,0.0,kdo2lipid4_e --> ,,,
EX_lac_D_e,70.5638208033443,lac__D_e --> ,,,
EX_Lcyst_e,0.0,Lcyst_e --> ,,,
EX_lys_L_e,0.0,lys__L_e --> ,,,
EX_meoh_e,0.0,meoh_e --> ,,,
EX_met__L_e,0.0,met__L_e --> ,,,
EX_mg2_e,0.0,mg2_e --> ,,,
EX_mn2_e,0.0,mn2_e --> ,,,
EX_mobd_e,0.0,mobd_e --> ,,,
EX_mops_e,0.0,cpd11575_e0 --> ,,,
EX_mso3_e,0.0,mso3_e --> ,,,
EX_n2_e,0.0,n2_e --> ,,,
EX_na1_e,0.0,na1_e --> ,,,
EX_nh4_e,0.0,nh4_e --> ,,,
EX_o2_e,0.0,o2_e --> ,,,
EX_Pb_e,0.0,cpd04097_e0 --> ,,,
EX_pheme_e,0.0,pheme_e --> ,,,
EX_pi_e,0.0,pi_e --> ,,,
EX_ribflv_e,0.0,ribflv_e --> ,,,
EX_sbt_D_e,0.0,sbt__D_e --> ,,,
EX_ser_L_e,0.0,ser__L_e --> ,,,
EX_skm_e,0.0,skm_e --> ,,,
EX_so4_e,0.0,so4_e --> ,,,
EX_spmd_e,0.0,spmd_e --> ,,,
EX_succ_e,0.15723816739823943,succ_e --> ,,,
EX_sucr_e,0.0,sucr_e --> ,,,
EX_sula_e,0.0,sulfac_e --> ,,,
EX_taur_e,0.0,taur_e --> ,,,
EX_thm_e,0.0,thm_e --> ,,,
EX_thmmp_e,0.0,thmmp_e --> ,,,
EX_thymd_e,0.0,thymd_e --> ,,,
EX_tsul_e,0.0,tsul_e --> ,,,
EX_ttdca_e,0.0,ttdca_e --> ,,,
EX_uri_e,0.0,uri_e --> ,,,
EX_Vitamin_B12_e,0.0,cpd03424_e0 --> ,,,
EX_xyl_D_e,0.0,xyl__D_e --> ,,,
EX_zn2_e,0.0,zn2_e --> ,,,
HPN,0.008816425679185702,h2o_c + thbhaga_c0 --> ac_c + h_c + thbhga_c0,,,
HPN4,0.0088164256791857,cpd33171_c0 + ugam_c --> h_c + thbhaga_c0 + udp_c,,,
rxn08525,0.1984751291060958,for_p --> for_e,,,
rxn08526,0.19847512910609577,for_c --> for_p,,,
EX_for_e,0.19847512910609583,for_e --> ,,,
rxn08669,0.0,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,3.1.4.46,,
RXN-23382,0.0,nad_c + sbt__D_c --> cpd35301_c0 + h_c + nadh_c,,,
rxn08100,0.0,LalaDglu_c --> LalaLglu_c,5.1.1.20,,
rxn01832_num1,0.0,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,1.1.1.21,,
CYOR_Q10,0.0,cpd25915_c0 + 2.0 ficytc_c --> 2.0 focytc_c + 2.0 h_c + q10_c,,,
LIPOS,0.0,2.0 amet_c + cpd24682_c0 + h_c + nad_c + octapb_c0 --> cpd24604_c0 + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c0 + 2.0 met__L_c + nadh_c,,329464.0685475677,0.0
rxn00076,0.0,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,3.6.1.9,625.8072051684491,0.0
rxn00375_num1,0.0,Nforglu_c + h2o_c --> for_c + glu__L_c,3.5.1.68,,
EX_nmn_e,0.0,nmn_e --> ,,,
NMNtex,0.0,nmn_e --> nmn_p,,,
NMNPtpp_num1,0.0,nmn_p --> nmn_c,,,
rxn01352_num1,0.0,dgtp_c + h2o_c --> dgsn_c + h_c + pppi_c,3.1.5.1,,
rxn09016_num1,0.0,gtp_c + h2o_c --> gsn_c + h_c + pppi_c,,,
SCYSDS,0.0,cys__L_c + sufse_c0 --> ala__L_c + sufsesh_c0,,,
S2FE2SR,0.0,2fe1s_c0 + atp_c + h2o_c + sufbcd_c0 + sufsesh_c0 --> adp_c + 5.0 h_c + pi_c + sufbcd__2fe2s_c0 + sufse_c0,,,
S4FE4SR,0.0,fadh2_c + 2.0 h_c + sufbcd__2fe2s2_c0 --> fad_c + sufbcd__4fe4s_c0,,,
S2FE2SS,0.0,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_c0 + 2.0 sufsesh_c0 --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd__2fe2s_c0 + 2.0 sufse_c0,,,
S2FE2SS2,0.0,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd__2fe2s_c0 + 2.0 sufsesh_c0 --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd__2fe2s2_c0 + 2.0 sufse_c0,,,
S2FE2ST,0.0,4.0 h_c + sufbcd__2fe2s_c0 --> cpd24604_c0 + sufbcd_c0,,,
S4FE4ST,0.0,4.0 h_c + sufbcd__4fe4s_c0 --> cpd24682_c0 + sufbcd_c0,,,
rxn00929_reverse_num1,0.0,1pyr5c_c + 2.0 h_c + nadh_c --> nad_c + pro__L_c,1.5.1.2,,
rxn00505,33.21264081332654,icit_c + nad_c --> akg_c + co2_c + nadh_c,1.1.1.41,,
DM_akg_c,0.0,akg_c --> ,,,
rxn00055_reverse_num1,0.0,3.0 5mta_c + cpd03158_c0 + 4.0 h_c --> 3.0 amet_c,,,
rxn00097_reverse_num1,0.0,2.0 adp_c --> amp_c + atp_c + h_c,,479017.75980688847,0.0
rxn00102_reverse,0.6478254095658886,co2_c + h2o_c --> h2co3_c + h_c,,,
rxn00109_reverse,0.0,2.0 h_c + ham_c + nadh_c --> h2o_c + nad_c + nh4_c,,,
rxn00119_reverse,0.0,adp_c + udp_c --> atp_c + h_c + ump_c,,74414.76732246095,0.0
rxn00124_reverse,0.0,adp_c + h_c + pydx5p_c --> atp_c + pydx_c,,92.50367466927976,0.0
rxn00179_reverse,0.0,adp_c + glu5p_c --> atp_c + glu__L_c,,1037.4273683220024,0.0
rxn00193_reverse_num1,0.0,glu__D_c --> glu__L_c,,,
rxn00198_reverse,33.00928774769466,akg_c + co2_c + nadph_c --> icit_c + nadp_c,,,
rxn00211_reverse,0.0,3.0 h_c + 2.0 nadh_c + udpglcur_c --> h2o_c + 2.0 nad_c + udpg_c,,,
rxn00214_reverse,0.0,udpgal_c --> udpg_c,,,
rxn00224_reverse,0.0,2.0 h_c + pheme_c --> fe2_c + ppp9_c,,313935.43559406186,0.0
rxn00239_reverse,0.0,adp_c + gdp_c --> atp_c + gmp_c + h_c,,48655.25040387722,0.0
rxn00260_reverse_num1,0.7112294334936367,glu__L_c + oaa_c --> akg_c + asp__L_c,,,
rxn00272_reverse,0.0,gly_c + pyr_c --> ala__L_c + glx_c,,,
rxn00283_reverse_num1,0.0,ala__D_c --> ala__L_c,,,
rxn00285_reverse,0.0,adp_c + pi_c + succoa_c --> atp_c + coa_c + succ_c,,139803.28422150068,0.0
rxn00314_reverse_num1,0.0,h_c + lys__L_c + nadph_c + pyr_c --> cpd02490_c0 + h2o_c + nadp_c,,,
rxn00328_reverse,0.0,glx_c + pyr_c --> 4h2oglt_c,,546.8495698674727,0.0
rxn00337_reverse_num1,0.0,4pasp_c + adp_c --> asp__L_c + atp_c,,,
rxn00364_reverse,0.0,adp_c + cdp_c --> atp_c + cmp_c + h_c,,,
rxn00422_reverse,0.0,ala__L_c + hpyr_c --> pyr_c + ser__L_c,,,
rxn00459_reverse,0.0,h2o_c + pep_c --> 2pg_c,,651.6495154183981,0.0
rxn00461_reverse,0.0,pi_c + uaccg_c --> pep_c + uacgam_c,,263.98269365535594,0.0
rxn00493_reverse_num1,0.002926578945375458,glu__L_c + phpyr_c --> akg_c + phe__L_c,,,
rxn00500_reverse_num1,70.5638208033443,h_c + nadh_c + pyr_c --> lac__D_c + nad_c,,,
rxn00527_reverse_num1,0.018403794168484176,34hpp_c + glu__L_c --> akg_c + tyr__L_c,,,
rxn00532_reverse,0.0,h_c + malcoa_c + nadph_c --> coa_c + msa_c + nadp_c,,,
rxn00543_reverse_num1,0.0,acald_c + h_c + nadh_c --> etoh_c + nad_c,,6635.509136522961,0.0
rxn00544_reverse,0.0,2ahethmpp_c --> acald_c + thmpp_c,,1798.4932541115452,0.0
rxn00546_reverse,0.0,f6p_c + h_c + nadh_c --> cpd00491_c0 + nad_c,,,
rxn00547_reverse_num1,0.0,adp_c + f6p_c + h_c --> atp_c + fru_c,,,
rxn00555_reverse,0.0,gam6p_c + glu__L_c --> f6p_c + gln__L_c,,89026.39580335334,0.0
rxn00558_reverse,0.0,f6p_c --> g6p_c,,212085.91513462987,0.0
rxn00559_reverse,0.0,f6p_c --> man6p_c,,,
rxn00604_reverse,0.0,6pgl_c + h_c + nadph_c --> g6p_c + nadp_c,,21854.33682899288,0.0
rxn00609_reverse,0.00744180037620837,g6p_c --> mi1p__D_c,,,
rxn00640_reverse,0.0,gdpmann_c + pi_c --> gdp_c + man1p_c,,,
rxn00655_reverse,0.0,ala_B_c + h_c + nadh_c + pyr_c --> cpd01489_c0 + h2o_c + nad_c,,,
rxn00678_reverse,0.0,oaa_c + ppcoa_c --> mmcoa__S_c + pyr_c,,8649.35064935065,0.0
rxn00686_reverse,0.003830136411027147,dhf_c + h_c + nadph_c --> nadp_c + thf_c,,,
rxn00692_reverse,0.34763390115475695,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c,,128231.589423781,2.710984888488694e-06
rxn00693_reverse_num1,0.0,met__L_c + thf_c --> 5mthf_c + hcys__L_c,,,
rxn00747_reverse,0.0,dhap_c --> g3p_c,,,
rxn00763_reverse_num1,0.0,glyald_c + h_c + nadh_c --> glyc_c + nad_c,,,
rxn00777_reverse,0.1940346737807399,ru5p__D_c --> r5p_c,,,
rxn00781_reverse,0.0,13dpg_c + h_c + nadh_c --> g3p_c + nad_c + pi_c,,81362.16561785607,0.0
rxn00783_reverse,0.0,g3p_c + pyr_c --> 2dh3dgal6p_c,,,
rxn00785_reverse,0.0,e4p_c + xu5p__D_c --> f6p_c + g3p_c,,,
rxn00786_reverse,0.0,dhap_c + g3p_c --> fdp_c,,,
rxn00798_reverse,0.0,rbl__D_c --> rib__D_c,,506328.2746194079,0.0
rxn00799_reverse,0.0,fum_c + h2o_c --> mal__L_c,,,
rxn00800_reverse,0.0,amp_c + fum_c --> dcamp_c,,,
rxn00802_reverse,0.0,arg__L_c + fum_c --> argsuc_c,,16243.83406096439,0.0
rxn00806_reverse,0.1012907147900463,4mop_c + glu__L_c --> akg_c + leu__L_c,,,
rxn00830_reverse,0.0,dmpp_c --> ipdp_c,,,
rxn00832_reverse,0.08297679347061329,fprica_c --> h2o_c + imp_c,,,
rxn00834_reverse,0.0,h_c + nadh_c + xmp_c --> h2o_c + imp_c + nad_c,,,
rxn00859_reverse,0.0,3.0 h_c + his__L_c + 2.0 nadh_c --> h2o_c + histd_c + 2.0 nad_c,,624.5365674701656,0.0
rxn00903_reverse,0.15923503012077486,3mob_c + glu__L_c --> akg_c + val__L_c,,,
rxn00904_reverse,0.0,3mob_c + ala__L_c --> pyr_c + val__L_c,,,
rxn00905_reverse,0.0,3mob_c + fald_c --> 2dhp_c,,,
rxn00907_reverse,0.0,methf_c + nadph_c --> mlthf_c + nadp_c,,186835.66473528865,0.0
rxn00912_reverse_num1,0.0,2dhp_c + thf_c --> 3mob_c + h2o_c + mlthf_c,,40194.81924170695,0.0
rxn00974_reverse,0.0,acon_C_c + h2o_c --> cit_c,,,
rxn01013_reverse,0.0,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,,,
rxn01043_reverse,0.0,h_c + nadph_c + xyl__D_c --> nadp_c + xylt_c,,,
rxn01100_reverse,36.72871092555199,13dpg_c + adp_c --> 3pg_c + atp_c,,23143.90512119773,0.0015869712018440568
rxn01101_reverse_num1,0.0,3php_c + h_c + nadh_c --> 3pg_c + nad_c,,,
rxn01106_reverse,36.29181821646645,3pg_c --> 2pg_c,,226489.08189805227,0.00016023650196437373
rxn01116_reverse,0.1940733211357087,xu5p__D_c --> ru5p__D_c,,,
rxn01117_reverse,0.0,ru5p__D_c --> ara5p_c,,,
rxn01157_reverse,0.0,cpd01512_c0 + h2o_c --> glu__D_c,,,
rxn01171_reverse,0.0,cpd00190_c0 --> glc__D_c,,,
rxn01200_reverse,0.0,r5p_c + xu5p__D_c --> g3p_c + s7p_c,,,
rxn01216_reverse,0.0,23dpg_c + h_c --> 13dpg_c,,,
rxn01219_reverse,0.0,adp_c + dcdp_c --> atp_c + dcmp_c + h_c,,,
rxn01257_reverse_num1,0.0,4adcho_c + glu__L_c --> chor_c + gln__L_c,,,
rxn01270_reverse_num1,0.0,asp__L_c + pphn_c --> Largn_c + oaa_c,,,
rxn01291_reverse,0.0,arab__L_c + h_c + nadph_c --> abt__L_c + nadp_c,,,
rxn01292_reverse,0.0,rbl__L_c --> arab__L_c,,,
rxn01300_reverse,0.0,adp_c + h_c + phom_c --> atp_c + hom__L_c,,2148.106670399664,0.0
rxn01329_reverse,0.0,man1p_c --> man6p_c,,,
rxn01334_reverse,0.07935934006577608,dhap_c + e4p_c --> s17bp_c,,,
rxn01388_reverse,0.20335306563187833,acon_C_c + h2o_c --> icit_c,,,
rxn01396_reverse,0.0,adp_c + h_c + pdx5p_c --> atp_c + pydxn_c,,969.1537761601458,0.0
rxn01465_reverse_num1,0.1667996530852624,cbasp_c + h_c --> dhor__S_c + h2o_c,,,
rxn01485_reverse,0.019270842560831853,gam6p_c --> gam1p_c,,117.73755089257752,0.00016367626483426993
rxn01509_reverse,0.0,adp_c + dgdp_c --> atp_c + dgmp_c + h_c,,,
rxn01513_reverse,0.0,adp_c + dtdp_c --> atp_c + dtmp_c + h_c,,,
rxn01517_reverse,0.11349442225984636,adp_c + dudp_c --> atp_c + dump_c + h_c,,,
rxn01530_reverse_num1,0.0,h_c + nadh_c + retinal_c --> nad_c + retinol_c,,1.9932451137810752,0.0
rxn01547_reverse,0.0,nh4_c + xtsn_c --> gsn_c + h2o_c + h_c,,222.9964664310954,0.0
rxn01575_reverse,0.10129071479004628,3mop_c + glu__L_c --> akg_c + ile__L_c,,,
rxn01602_reverse,0.0,fol_c + h_c + nadph_c --> dhf_c + nadp_c,,,
rxn01607_reverse_num1,0.0,5pmev_c + adp_c + h_c --> atp_c + mev__R_c,,,
rxn01636_reverse,0.0,acglu_c + orn__L_c --> acorn_c + glu__L_c,,,
rxn01637_reverse,0.047562332261443074,acg5sa_c + glu__L_c --> acorn_c + akg_c,,,
rxn01641_reverse,0.0,forglu_c + thf_c --> 5forthf_c + glu__L_c,,0.9752793769048428,0.0
rxn01682_reverse_num1,0.0,g3p_c + indole_c --> 3ig3p_c,,174.7694014841529,0.0
rxn01739_reverse,0.0,adp_c + h_c + skm5p_c --> atp_c + skm_c,,12093.722270386048,0.0
rxn01740_reverse,0.035354641004156515,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c,,,
rxn01790_reverse,0.0,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,,343.0211893369788,0.0
rxn01807_reverse,0.0,adp_c + h_c + pyam5p_c --> atp_c + pydam_c,,965.5001049905508,0.0
rxn01834_reverse_num1,0.0,gthrd_c + mthgxl_c --> lgt__S_c,,,
rxn01843_reverse,0.0,nh4_c + pac_c --> h2o_c + h_c + pad_c,,,
rxn01917_reverse,0.0,acg5p_c + adp_c --> acglu_c + atp_c,,7205.298013245033,0.0
rxn01974_reverse,0.0,26dap__M_c --> 26dap_LL_c,,6512.612212854559,0.0
rxn02009_reverse,0.0,adp_c + h_c + pi_c + uAgl_c --> atp_c + lys__L_c + uamag_c,,,
rxn02056_reverse_num1,0.0,fe2_c + scl_c --> 2.0 h_c + sheme_c,,,
rxn02090_reverse_num1,0.0,cpd01679_c0 + nh4_c --> crtn_c + h2o_c + h_c,,,
rxn02107_reverse,0.0,2.0 h_c + nadh_c + salc_c --> cpd03709_c0 + h2o_c + nad_c,,,
