metname,inchikey,Canonical_SMILES
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])O
cpd02807,NA,noinchikey_inpubchem
hpyr,HHDDCCUIIUWNGJ-UHFFFAOYSA-M,C(C(=O)C(=O)[O-])O
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)O
cpd06739,NA,noinchikey_inpubchem
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N,C(=O)=O
2agpe120,NPAZKTOOMVQLIH-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN
cpd15697,NA,noinchikey_inpubchem
4hglu,HBDWQSHEVMSFGY-SCQFTWEKSA-M,C(C(C(=O)[O-])[NH3+])C(C(=O)[O-])O
pgp181,NA,noinchikey_inpubchem
agm,QYPPJABKJHAVHS-UHFFFAOYSA-P,C(CC[NH+]=C(N)N)C[NH3+]
protds,NA,noinchikey_inpubchem
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q,C(CC[NH2+]CCC[NH3+])C[NH3+]
cpd10484,NA,noinchikey_inpubchem
alltn,POJWUDADGALRAB-UHFFFAOYSA-N,C1(C(=O)NC(=O)N1)NC(=O)N
acg5sa,BCPSFKBPHHBDAI-LURJTMIESA-M,CC(=O)NC(CCC=O)C(=O)[O-]
dpterol,PNJBOAVCVAVRGR-UDCAXGDQSA-N,CC1(CCCC2(C1CCC3(C2CCC4C3(CCC5C4(CCC5C(C)(C)O)C)C)C)C)C
cdpdodec11eg,KISJWPWNABZPGN-IGIWICMZSA-L,noinchikey_inpubchem
trnaval,NA,noinchikey_inpubchem
chsterol,HVYWMOMLDIMFJA-DPAQBDIFSA-N,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
fru,RFSUNEUAIZKAJO-VRPWFDPXSA-N,C(C1C(C(C(O1)(CO)O)O)O)O
cpd00190,NA,noinchikey_inpubchem
cpd03193,NA,noinchikey_inpubchem
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M,CCC(C(=O)C)(C(=O)[O-])O
adphep_LD,KMSFWBYFWSKGGR-DTBZDYEHSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)C(CO)O)O)O)O)O)O)N
tdecoa,NA,noinchikey_inpubchem
cpd15719,NA,noinchikey_inpubchem
cpd15064,NA,noinchikey_inpubchem
cpd11827,NA,noinchikey_inpubchem
1odec11eg3p,NA,noinchikey_inpubchem
pdx5p,WHOMFKWHIQZTHY-UHFFFAOYSA-L,CC1=NC=C(C(=C1O)CO)COP(=O)([O-])[O-]
cpd10561,NA,noinchikey_inpubchem
cpd02014,NA,noinchikey_inpubchem
gthox,YPZRWBKMTBYPTK-BJDJZHNGSA-L,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])C(=O)NCC(=O)[O-])C(C(=O)[O-])[NH3+]
hdd2coa,JUPAQFRKPHPXLD-MSHHSVQMSA-J,CCCCCCCCCCCCCC=CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-]
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
cpd11531,NA,noinchikey_inpubchem
uamr,NQBRVZNDBBMBLJ-MQTLHLSBSA-K,CC(C(=O)[O-])OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
protrna,NA,noinchikey_inpubchem
1hdec9eg3p,NA,noinchikey_inpubchem
seahcys,NA,noinchikey_inpubchem
3oddecACP,NA,noinchikey_inpubchem
cpd15067,NA,noinchikey_inpubchem
cpd07971,NA,noinchikey_inpubchem
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L,C(=O)(N)OP(=O)([O-])[O-]
56dthm,NBAKTGXDIBVZOO-UHFFFAOYSA-N,CC1CNC(=O)NC1=O
uGgla,PFMVORMCVGOQKR-XEKCPOMLSA-K,CC(C(=O)NC(CCC(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N,CC(C(=O)O)N
cpd00966,NA,noinchikey_inpubchem
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-]
ggagicolipa,WLEFLXRCTUWFSD-CCRRCLIHSA-C,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)OC9(CC(C(C(O9)C(CO)O)OC1C(C(C(C(O1)C)O)O)O)OC1(CC(C(C(O1)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC1C(C(C(C(O1)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-]
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O
psd5p,NA,noinchikey_inpubchem
cpd12050,NA,noinchikey_inpubchem
forglu,NRXIKWMTVXPVEF-BYPYZUCNSA-M,C(CC(=O)[O-])C(C(=O)[O-])[NH+]=CN
hg2,BQPIGGFYSBELGY-UHFFFAOYSA-N,[Hg+2]
actACP,NA,noinchikey_inpubchem
cpd11581,NA,noinchikey_inpubchem
dhna,VOJUXHHACRXLTD-UHFFFAOYSA-M,C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)[O-])O
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L,noinchikey_inpubchem
cpd04661,NA,noinchikey_inpubchem
1hdecg3p,NA,noinchikey_inpubchem
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+]
stcoa,SIARJEKBADXQJG-LFZQUHGESA-J,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
rnam,JLEBZPBDRKPWTD-TURQNECASA-O,C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N
clpn161,UYSHBKYVDAZLKJ-GMUISZSCSA-L,noinchikey_inpubchem
cpd15572,NA,noinchikey_inpubchem
cpd02135,NA,noinchikey_inpubchem
cpd01651,NA,noinchikey_inpubchem
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K,C(C(C(C(C(C(=O)[O-])O)O)O)O)OP(=O)([O-])[O-]
3hdecACP,NA,noinchikey_inpubchem
cpd15721,NA,noinchikey_inpubchem
cpd03289,NA,noinchikey_inpubchem
4hba,BVJSUAQZOZWCKN-UHFFFAOYSA-N,C1=CC(=CC=C1CO)O
hdcoa,NA,noinchikey_inpubchem
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L,C(C(C(=O)[O-])NC(=O)N)C(=O)[O-]
palmACP,NA,noinchikey_inpubchem
Sfglutth,FHXAGOICBFGEBF-BQBZGAKWSA-M,C(CC(=O)NC(CSC=O)C(=O)NCC(=O)[O-])C(C(=O)[O-])[NH3+]
salc,YGSDEFSMJLZEOE-UHFFFAOYSA-M,C1=CC=C(C(=C1)C(=O)[O-])O
cpd15268,NA,noinchikey_inpubchem
sucgsa,XTOKIEIBKARFSZ-LURJTMIESA-L,C(CC(C(=O)[O-])NC(=O)CCC(=O)[O-])C=O
4per,ZCZXOHUILRHRQJ-PWNYCUMCSA-K,C(C(C(C(=O)[O-])O)O)OP(=O)([O-])[O-]
cpd03518,NA,noinchikey_inpubchem
cpd11551,NA,noinchikey_inpubchem
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N,[Fe+2]
cpd11979,NA,noinchikey_inpubchem
cpd25881,NA,noinchikey_inpubchem
cpd12190,NA,noinchikey_inpubchem
cpd32729,NA,noinchikey_inpubchem
cpd18036,NA,noinchikey_inpubchem
nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
LalaLglu,VYZAGTDAHUIRQA-WHFBIAKZSA-M,CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])[NH3+]
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K,C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]
cpd02267,NA,noinchikey_inpubchem
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCS)O
sucarg,UMOXFSXIFQOWTD-LURJTMIESA-M,C(CC(C(=O)[O-])NC(=O)CCC(=O)[O-])C[NH+]=C(N)N
cpd11561,NA,noinchikey_inpubchem
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O,C[S+](CCC[NH3+])CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O
cpd03709,NA,noinchikey_inpubchem
cpd15723,NA,noinchikey_inpubchem
cpd03245,NA,noinchikey_inpubchem
cpd11515,NA,noinchikey_inpubchem
5hxkyn,NA,noinchikey_inpubchem
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C(CC(=O)N)C(C(=O)O)N
cpd12606,NA,noinchikey_inpubchem
hxcoa,NA,noinchikey_inpubchem
pgp180,UZNYMWWMHBZMLI-IOLBBIBUSA-K,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])[O-])O)OC(=O)CCCCCCCCCCCCCCCCC
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N,C(C(=O)CO)O
cpd11567,NA,noinchikey_inpubchem
cpd11572,NA,noinchikey_inpubchem
cpd00542,NA,noinchikey_inpubchem
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M,C(CC(=O)[O-])C(C(=O)[O-])[NH3+]
ps120,NA,noinchikey_inpubchem
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N
acACP,NA,noinchikey_inpubchem
cpd08238,NA,noinchikey_inpubchem
4abz,ALYNCZNDIQEVRV-UHFFFAOYSA-M,C1=CC(=CC=C1C(=O)[O-])N
2pglyc,ASCFNMCAHFUBCO-UHFFFAOYSA-K,C(C(=O)[O-])OP(=O)([O-])[O-]
dimp,PHNGFPPXDJJADG-RRKCRQDMSA-L,C1C(C(OC1N2C=NC3=C2NC=NC3=O)COP(=O)([O-])[O-])O
1ddecg3p,STTKJLVEXMKLNA-CQSZACIVSA-L,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M,C1C(C(C(=O)CC1(C(=O)[O-])O)O)O
trnaala,NA,noinchikey_inpubchem
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N,C1=C(NC=N1)CC(C(=O)O)N
cpd11500,NA,noinchikey_inpubchem
3omrsACP,NA,noinchikey_inpubchem
kdo,NNLZBVFSCVTSLA-HXUQBWEZSA-M,C1C(C(C(OC1(C(=O)[O-])O)C(CO)O)O)O
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)NC(=NC2=O)N
n6all26d,KYVLWJXMCBZDRL-BQBZGAKWSA-M,CC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-]
glytrna,NA,noinchikey_inpubchem
cpd08741,NA,noinchikey_inpubchem
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L,C(C1C(C(C(O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)([O-])[O-]
cpd00354,NA,noinchikey_inpubchem
mettrna,NA,noinchikey_inpubchem
cpd15691,NA,noinchikey_inpubchem
dcyt,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O
n2,IJGRMHOSHXDMSA-UHFFFAOYSA-N,N#N
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M,C(C1C(C(C(O1)[NH+]=C(CNC=O)N)O)O)OP(=O)([O-])[O-]
cpd01679,NA,noinchikey_inpubchem
cpd02733,NA,noinchikey_inpubchem
mi34p,NA,noinchikey_inpubchem
cpd15685,NA,noinchikey_inpubchem
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O
cpd11573,NA,noinchikey_inpubchem
arab__L,PYMYPHUHKUWMLA-VAYJURFESA-N,C(C(C(C(C=O)O)O)O)O
pe140,NA,noinchikey_inpubchem
cdpea,WVIMUEUQJFPNDK-PEBGCTIMSA-M,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC[NH3+])O)O
Ndmelys,NA,noinchikey_inpubchem
tddec2eACP,NA,noinchikey_inpubchem
trnahis,NA,noinchikey_inpubchem
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N
gmhep1p,KMEJCSKJXSBBAN-QTNLNCNHSA-L,C(C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O)O
uppg1,QTTNOSKSLATGQB-UHFFFAOYSA-F,C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-]
aflburppa,FKTHAKABFGARQH-UHFFFAOYSA-M,C(C(C(=O)[O-])F)NC(=O)N
kdo8p,IZZNRKJLBIYBJN-HXUQBWEZSA-K,C1C(C(C(OC1(C(=O)[O-])O)C(COP(=O)([O-])[O-])O)O)O
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M,C1C(NC(=O)NC1=O)C(=O)[O-]
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,CC(C(=O)[O-])O
2fe1s,NA,noinchikey_inpubchem
kphphhlipa,HKWVBDGTKAFRJF-UHFFFAOYSA-C,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])O)O)O)OC6(CC(C(C(O6)C(CO)O)O)OC7(CC(C(C(O7)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC8C(C(C(C(O8)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-]
cd2,WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd+2]
cpd03366,NA,noinchikey_inpubchem
2ohph,YGTMSXVYLRCOLD-MGDAWYEDSA-N,noinchikey_inpubchem
cpd11547,NA,noinchikey_inpubchem
dopa,VYFYYTLLBUKUHU-UHFFFAOYSA-O,C1=CC(=C(C=C1CC[NH3+])O)O
acglu,RFMMMVDNIPUKGG-YFKPBYRVSA-L,CC(=O)NC(CCC(=O)[O-])C(=O)[O-]
fald,WSFSSNUMVMOOMR-UHFFFAOYSA-N,C=O
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M,C(CC(=O)NC(C[S-])C(=O)NCC(=O)O)C(C(=O)O)N
but2eACP,NA,noinchikey_inpubchem
trnatrp,NA,noinchikey_inpubchem
cpd02952,NA,noinchikey_inpubchem
glucys,RITKHVBHSGLULN-WHFBIAKZSA-M,C(CC(=O)NC(CS)C(=O)[O-])C(C(=O)[O-])[NH3+]
cpd10558,NA,noinchikey_inpubchem
glyald,MNQZXJOMYWMBOU-VKHMYHEASA-N,C(C(C=O)O)O
cpd01140,NA,noinchikey_inpubchem
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L,C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]
mercppyr,OJOLFAIGOXZBCI-UHFFFAOYSA-M,C(C(=O)C(=O)[O-])S
prfp,QOUSHGMTBIIAHR-KEOHHSTQSA-J,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=NC3C(C(C(O3)COP(=O)([O-])[O-])O)O)C(=O)N
cpd16401,NA,noinchikey_inpubchem
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)([O-])[O-])O)O
4gudbutn,TUHVEAJXIMEOSA-UHFFFAOYSA-N,C(CC(=O)O)CN=C(N)N
2hdec9eg3p,NA,noinchikey_inpubchem
cala,JSJWCHRYRHKBBW-UHFFFAOYSA-M,C(CNC(=O)N)C(=O)[O-]
cpd08739,NA,noinchikey_inpubchem
h2mb4p,MDSIZRKJVDMQOQ-GORDUTHDSA-K,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CO
rbl__L,ZAQJHHRNXZUBTE-UCORVYFPSA-N,C(C(C(C(=O)CO)O)O)O
cpd11516,NA,noinchikey_inpubchem
agdpcbi,IQTYKHRKNGVJEO-RRMAJTJESA-K,noinchikey_inpubchem
2agpe160,CKPBBEOJHAPPBT-HXUWFJFHSA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN
sql,YYGNTYWPHWGJRM-AAJYLUCBSA-N,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C
2dda7p,PJWIPEXIFFQAQZ-PUFIMZNGSA-K,C(C(C(C(COP(=O)([O-])[O-])O)O)O)C(=O)C(=O)[O-]
5mta,WUUGFSXJNOTRMR-IOSLPCCCSA-N,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J,C=C(C(=O)[O-])OC1CC(=CC(C1O)OP(=O)([O-])[O-])C(=O)[O-]
cpd11559,NA,noinchikey_inpubchem
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)NC(CC(=O)[O-])C(=O)[O-]
mmcoa__S,MZFOKIKEPGUZEN-IBNUZSNCSA-I,CC(C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
uaagmda,OXJNZXDFVLDLEI-MBCYCBSHSA-J,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1OC2C(C(C(C(O2)CO)O)O)NC(=O)C)CO)OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L,CC(CO)(C(COP(=O)([O-])[O-])O)O
cyart,ONQRKEUAIJMULO-SPBTXPORSA-N,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C
cpd11439,NA,noinchikey_inpubchem
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L,C(CC(=O)[O-])C(=O)[O-]
Nforglu,ADZLWSMFHHHOBV-BYPYZUCNSA-L,C(CC(=O)[O-])C(C(=O)[O-])NC=O
3hhexACP,NA,noinchikey_inpubchem
acon_C,GTZCVFVGUGFEME-IWQZZHSRSA-K,C(C(=CC(=O)[O-])C(=O)[O-])C(=O)[O-]
cpd11546,NA,noinchikey_inpubchem
3c4mop,HIIZAGQWABAMRR-BYPYZUCNSA-L,CC(C)C(C(=O)C(=O)[O-])C(=O)[O-]
trnaasp,NA,noinchikey_inpubchem
cpd11552,NA,noinchikey_inpubchem
co2dam,IADMSJRJSGLGJI-OKJGWHJPSA-H,CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)[O-])(C)C)CCC(=O)[O-])(C)CC(=O)N)C)CCC(=O)[O-])(C)CC(=O)N)C)CC(=O)[O-])(C)CCC(=O)[O-].[Co+2]
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L,CC(=O)NC1C(C(C(OC1O)COP(=O)([O-])[O-])O)O
ura,ISAKRJDGNUQOIC-UHFFFAOYSA-N,C1=CNC(=O)NC1=O
cpd02380,NA,noinchikey_inpubchem
cpd02999,NA,noinchikey_inpubchem
TAGS,NA,noinchikey_inpubchem
cpd03205,NA,noinchikey_inpubchem
pgp161,PTJJTQQVMKSSOK-WXUKJITCSA-K,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])[O-])O)OC(=O)CCCCCCCC=CCCCCCC
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J,CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
cpd11513,NA,noinchikey_inpubchem
cpd10567,NA,noinchikey_inpubchem
cpd09791,NA,noinchikey_inpubchem
cpd02419,NA,noinchikey_inpubchem
4hbz,FJKROLUGYXJWQN-UHFFFAOYSA-M,C1=CC(=CC=C1C(=O)[O-])O
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L,C1C(NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N,C(C=O)C(C(=O)O)N
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N,C(C(C(=O)O)N)S
1agpg161,NA,noinchikey_inpubchem
cpd11564,NA,noinchikey_inpubchem
cpd10536,NA,noinchikey_inpubchem
3ocmrs7eACP,NA,noinchikey_inpubchem
glu__D,WHUUTDBJXJRKMK-GSVOUGTGSA-M,C(CC(=O)O)C(C(=O)[O-])N
cpd11511,NA,noinchikey_inpubchem
cpd03519,NA,noinchikey_inpubchem
cmp2amep,NA,noinchikey_inpubchem
cpd10501,NA,noinchikey_inpubchem
pgp160,ONJBJMDJKLHMEK-MPQUPPDSSA-K,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])[O-])O)OC(=O)CCCCCCCCCCCCCCC
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L,OP(=O)([O-])[O-]
3hpcoa,BERBFZCUSMQABM-IEXPHMLFSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCO)O
2agpg181,NA,noinchikey_inpubchem
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C(CC(C(=O)O)N)CNC(=O)N
ichor,NTGWPRCCOQCMGE-YUMQZZPRSA-L,C=C(C(=O)[O-])OC1C=CC=C(C1O)C(=O)[O-]
dtdpglu,YSYKRGRSMLTJNL-URARBOGNSA-L,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)CO)O)O)O)O
dcmp,NCMVOABPESMRCP-SHYZEUOFSA-L,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])[O-])O
cpd11504,NA,noinchikey_inpubchem
retinol,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K,CC(C)(COP(=O)([O-])[O-])C(C(=O)NCCC(=O)NC(CS)C(=O)[O-])O
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C1CC(NC1)C(=O)O
adpglc,WFPZSXYXPSUOPY-ROYWQJLOSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)CO)O)O)O)O)O)N
t3c7mrseACP,NA,noinchikey_inpubchem
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M,CC(C)C(=O)C(=O)[O-]
paps,GACDQMDRPRGCTN-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OS(=O)(=O)[O-])OP(=O)([O-])[O-])O)N
5flura,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F
cpd12076,NA,noinchikey_inpubchem
2ommb,FLYBTLROCQBHMR-KFSSTAEESA-N,CC1=C(C(=O)C(=CC1=O)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
cpd11582,NA,noinchikey_inpubchem
RNA,NA,noinchikey_inpubchem
